"Genus","Species.Name","a","b"
"Pomacentrus","Pomacentrus albimaculus",0.02344,2.99
"Pomacentrus","Pomacentrus alexanderae",0.01479,2.98
"Pomacentrus","Pomacentrus alleni",0.01479,2.98
"Pomacentrus","Pomacentrus amboinensis",0.080305,2.583765
"Pomacentrus","Pomacentrus aquilus",0.01479,2.98
"Pomacentrus","Pomacentrus arabicus",0.02344,2.99
"Pomacentrus","Pomacentrus armillatus",0.02344,2.99
"Pomacentrus","Pomacentrus atriaxillaris",0.01,3.04
"Pomacentrus","Pomacentrus aurifrons",0.01479,2.98
"Pomacentrus","Pomacentrus auriventris",0.01479,2.98
"Pomacentrus","Pomacentrus australis",0.01479,2.98
"Pomacentrus","Pomacentrus azuremaculatus",0.02344,2.99
"Pomacentrus","Pomacentrus baenschi",0.01479,2.98
"Pomacentrus","Pomacentrus bankanensis",0.01479,2.98
"Pomacentrus","Pomacentrus bintanensis",0.01,3.04
"Pomacentrus","Pomacentrus bipunctatus",0.02344,2.99
"Pomacentrus","Pomacentrus brachialis",0.01255,3.34934
"Pomacentrus","Pomacentrus burroughi",0.01479,2.98
"Pomacentrus","Pomacentrus caeruleopunctatus",0.02344,2.99
"Pomacentrus","Pomacentrus caeruleus",0.0245,2.784
"Pomacentrus","Pomacentrus callainus",0.02344,2.99
"Pomacentrus","Pomacentrus cheraphilus",0.01,3.04
"Pomacentrus","Pomacentrus chrysurus",0.025141,3.119747
"Pomacentrus","Pomacentrus coelestis",0.037,2.63
"Pomacentrus","Pomacentrus colini",0.02344,2.99
"Pomacentrus","Pomacentrus cuneatus",0.01479,2.98
"Pomacentrus","Pomacentrus grammorhynchus",0.01479,2.98
"Pomacentrus","Pomacentrus imitator",0.01019,3.46896
"Pomacentrus","Pomacentrus indicus",0.02344,2.99
"Pomacentrus","Pomacentrus lepidogenys",0.024633,3.150225
"Pomacentrus","Pomacentrus leptus",0.01479,2.98
"Pomacentrus","Pomacentrus littoralis",0.02344,2.99
"Pomacentrus","Pomacentrus melanochir",0.01479,2.98
"Pomacentrus","Pomacentrus milleri",0.01479,2.98
"Pomacentrus","Pomacentrus moluccensis",0.048625,2.784177
"Pomacentrus","Pomacentrus nagasakiensis",0.01479,2.98
"Pomacentrus","Pomacentrus nigromanus",0.01479,2.98
"Pomacentrus","Pomacentrus nigromarginatus",0.01479,2.98
"Pomacentrus","Pomacentrus opisthostigma",0.01479,2.98
"Pomacentrus","Pomacentrus pavo",0.030728,2.875203
"Pomacentrus","Pomacentrus philippinus",0.036761,2.884957
"Pomacentrus","Pomacentrus polyspinus",0.02344,2.99
"Pomacentrus","Pomacentrus reidi",0.02344,2.99
"Pomacentrus","Pomacentrus similis",0.02344,2.99
"Pomacentrus","Pomacentrus simsiang",0.0586,2.683
"Pomacentrus","Pomacentrus smithi",0.02344,2.99
"Pomacentrus","Pomacentrus stigma",0.02344,2.99
"Pomacentrus","Pomacentrus sulfureus",0.02344,2.99
"Pomacentrus","Pomacentrus taeniometopon",0.02344,2.99
"Pomacentrus","Pomacentrus trichrourus",0.02344,2.99
"Pomacentrus","Pomacentrus trilineatus",0.02344,2.99
"Pomacentrus","Pomacentrus tripunctatus",0.02344,2.99
"Pomacentrus","Pomacentrus vaiuli",0.054386,2.703269
"Pomacentrus","Pomacentrus wardi",0.02344,2.99
"Pomachromis","Pomachromis fuscidorsalis",0.01479,2.98
"Pomachromis","Pomachromis guamensis",0.01479,2.98
"Pomachromis","Pomachromis richardsoni",0.01479,2.98
"Pomadasys","Pomadasys andamanensis",0.01622,3.03
"Pomadasys","Pomadasys argenteus",0.011917,3.070415
"Pomadasys","Pomadasys commersonnii",0.0209,3.001
"Pomadasys","Pomadasys furcatus",0.01585,2.98
"Pomadasys","Pomadasys kaakan",0.01865,2.946095
"Pomadasys","Pomadasys maculatus",0.0191,2.95
"Pomadasys","Pomadasys olivaceus",0.0144,3.267
"Pomadasys","Pomadasys stridens",0.0049,3.406
"Pomadasys","Pomadasys taeniatus",0.01622,3.03
"Pomadasys","Pomadasys unimaculatus",0.01514,2.98
"Premnas","Premnas biaculeatus",0.02754,3.01
"Priacanthus","Priacanthus blochii",0.054,2.771
"Priacanthus","Priacanthus hamrur",0.018258,2.841246
"Priacanthus","Priacanthus meeki",0.01778,2.91
"Priolepis","Priolepis cincta",0.024,2.719
"Prionurus","Prionurus chrysurus",0.01995,3.01
"Prionurus","Prionurus laticlavius",0.01995,3.01
"Prionurus","Prionurus maculatus",0.13562,2.504
"Prionurus","Prionurus microlepidotus",0.01122,3.04
"Prionurus","Prionurus punctatus",0.01995,3.01
"Prionurus","Prionurus scalprum",0.01995,3.01
"Pristiapogon","Pristiapogon exostigma",0.015583,3.030888
"Pristiapogon","Pristiapogon fraenatus",0.012935,3.109645
"Pristiapogon","Pristiapogon kallopterus",0.008635,3.264717
"Pristiapogon","Pristiapogon taeniopterus",0.01318,3.13
"Pristicon","Pristicon trimaculatus",0.04191,2.730786
"Pristilepis","Pristilepis oligolepis",0.017778,3.02
"Pristipomoides","Pristipomoides argyrogrammicus",0.015557,3.10415
"Pristipomoides","Pristipomoides flavipinnis",0.029016,2.843138
"Prognathodes","Prognathodes carlhubbsi",0.02188,3.02
"Prognathodes","Prognathodes falcifer",0.02188,3.02
"Prognathodes","Prognathodes guezei",0.02188,3.02
"Psammoperca","Psammoperca waigiensis",0.01023,3.04
"Pseudalutarius","Pseudalutarius nasicornis",0.0144,2.978
"Pseudanthias","Pseudanthias albofasciatus",0.01,3.04
"Pseudanthias","Pseudanthias aurulentus",0.00933,2.97
"Pseudanthias","Pseudanthias bartlettorum",0.00933,2.97
"Pseudanthias","Pseudanthias bicolor",0.00933,2.97
"Pseudanthias","Pseudanthias bimaculatus",0.00933,2.97
"Pseudanthias","Pseudanthias bimarginatus",0.00933,2.97
"Pseudanthias","Pseudanthias cichlops",0.00933,2.97
"Pseudanthias","Pseudanthias connelli",0.00933,2.97
"Pseudanthias","Pseudanthias conspicuus",0.01,3.04
"Pseudanthias","Pseudanthias cooperi",0.00933,2.97
"Pseudanthias","Pseudanthias dispar",0.00933,2.97
"Pseudanthias","Pseudanthias engelhardi",0.00933,2.97
"Pseudanthias","Pseudanthias evansi",0.00933,2.97
"Pseudanthias","Pseudanthias fasciatus",0.00933,2.97
"Pseudanthias","Pseudanthias flavicauda",0.00933,2.97
"Pseudanthias","Pseudanthias flavoguttatus",0.00933,2.97
"Pseudanthias","Pseudanthias heemstrai",0.00933,2.97
"Pseudanthias","Pseudanthias hiva",0.00933,2.97
"Pseudanthias","Pseudanthias huchtii",0.00933,2.97
"Pseudanthias","Pseudanthias hutomoi",0.00933,2.97
"Pseudanthias","Pseudanthias hypselosoma",0.013,3.11687
"Pseudanthias","Pseudanthias ignitus",0.00933,2.97
"Pseudanthias","Pseudanthias leucozonus",0.00933,2.97
"Pseudanthias","Pseudanthias lori",0.00933,2.97
"Pseudanthias","Pseudanthias lunulatus",0.01,3.04
"Pseudanthias","Pseudanthias luzonensis",0.00933,2.97
"Pseudanthias","Pseudanthias marcia",0.00933,2.97
"Pseudanthias","Pseudanthias mica",0.00933,2.97
"Pseudanthias","Pseudanthias mooreanus",0.00933,2.97
"Pseudanthias","Pseudanthias olivaceus",0.00933,2.97
"Pseudanthias","Pseudanthias oumati",0.02512,2.97
"Pseudanthias","Pseudanthias parvirostris",0.00933,2.97
"Pseudanthias","Pseudanthias pascalus",0.00933,2.97
"Pseudanthias","Pseudanthias pictilis",0.00933,2.97
"Pseudanthias","Pseudanthias pleurotaenia",0.00933,2.97
"Pseudanthias","Pseudanthias privitera",0.00933,2.97
"Pseudanthias","Pseudanthias pulcherrimus",0.00933,2.97
"Pseudanthias","Pseudanthias randalli",0.00933,2.97
"Pseudanthias","Pseudanthias rubrizonatus",0.00933,2.97
"Pseudanthias","Pseudanthias sheni",0.00933,2.97
"Pseudanthias","Pseudanthias smithvanizi",0.00389,3.12
"Pseudanthias","Pseudanthias squamipinnis",0.00933,2.97
"Pseudanthias","Pseudanthias taeniatus",0.01514,2.92
"Pseudanthias","Pseudanthias taira",0.00933,2.97
"Pseudanthias","Pseudanthias thompsoni",0.00933,2.97
"Pseudanthias","Pseudanthias tuka",0.00933,2.97
"Pseudanthias","Pseudanthias unimarginatus",0.01,3.04
"Pseudanthias","Pseudanthias ventralis hawaiiensis",0.00933,2.97
"Pseudanthias","Pseudanthias ventralis ventralis",0.00933,2.97
"Pseudobalistes","Pseudobalistes flavimarginatus",0.0257,2.94
"Pseudobalistes","Pseudobalistes fuscus",0.141203,2.627546
"Pseudobalistes","Pseudobalistes naufragium",0.0257,2.94
"Pseudobatos","Pseudobatos productus",0.0045,2.92
"Pseudocaranx","Pseudocaranx dentex",0.01956,2.88598
"Pseudocheilinops","Pseudocheilinops ataenia",0.0166,2.95
"Pseudocheilinus","Pseudocheilinus citrinus",0.0166,2.95
"Pseudocheilinus","Pseudocheilinus dispilus",0.0166,2.95
"Pseudocheilinus","Pseudocheilinus evanidus",0.01622,2.96
"Pseudocheilinus","Pseudocheilinus hexataenia",0.01622,2.96
"Pseudocheilinus","Pseudocheilinus ocellatus",0.0166,2.95
"Pseudocheilinus","Pseudocheilinus octotaenia",0.01622,2.96
"Pseudocheilinus","Pseudocheilinus tetrataenia",0.01622,2.96
"Pseudochromis","Pseudochromis aldabraensis",0.01175,3.01
"Pseudochromis","Pseudochromis bitaeniatus",0.01175,3.01
"Pseudochromis","Pseudochromis cyanotaenia",0.00501,3.11
"Pseudochromis","Pseudochromis dixurus",0.01175,3.01
"Pseudochromis","Pseudochromis flavivertex",0.00501,3.11
"Pseudochromis","Pseudochromis fridmani",0.00501,3.11
"Pseudochromis","Pseudochromis fuscus",0.00501,3.11
"Pseudochromis","Pseudochromis marshallensis",0.00501,3.11
"Pseudochromis","Pseudochromis olivaceus",0.00501,3.11
"Pseudochromis","Pseudochromis omanensis",0.00501,3.11
"Pseudochromis","Pseudochromis persicus",0.00501,3.11
"Pseudochromis","Pseudochromis perspicillatus",0.00501,3.11
"Pseudochromis","Pseudochromis pesi",0.00501,3.11
"Pseudochromis","Pseudochromis springeri",0.00501,3.11
"Pseudochromis","Pseudochromis tapeinosoma",0.00501,3.11
"Pseudocoris","Pseudocoris aequalis",0.01,3.06
"Pseudocoris","Pseudocoris aurantiofasciatus",0.01,3.06
"Pseudocoris","Pseudocoris bleekeri",0.01,3.06
"Pseudocoris","Pseudocoris heteroptera",0.0049,3.11
"Pseudocoris","Pseudocoris ocellatus",0.01,3.06
"Pseudocoris","Pseudocoris petila",0.0049,3.11
"Pseudocoris","Pseudocoris yamashiroi",0.0049,3.11
"Pseudodax","Pseudodax moluccanus",0.01122,3.04
"Pseudogramma","Pseudogramma astigma",0.00407,3.14
"Pseudogramma","Pseudogramma australis",0.01122,3.06
"Pseudogramma","Pseudogramma axelrodi",0.01122,3.06
"Pseudogramma","Pseudogramma erythrea",0.00407,3.14
"Pseudogramma","Pseudogramma megamyctera",0.00407,3.14
"Pseudogramma","Pseudogramma pectoralis",0.00407,3.14
"Pseudogramma","Pseudogramma polyacantha",0.01122,3.06
"Pseudogramma","Pseudogramma thaumasia",0.011,3.206
"Pseudogramma","Pseudogramma xantha",0.01122,3.06
"Pseudojuloides","Pseudojuloides argyreogaster",0.0049,3.06
"Pseudojuloides","Pseudojuloides atavai",0.01,3.06
"Pseudojuloides","Pseudojuloides cerasinus",0.01,3.06
"Pseudojuloides","Pseudojuloides edwardi",0.0049,3.06
"Pseudojuloides","Pseudojuloides elongatus",0.0049,3.06
"Pseudojuloides","Pseudojuloides erythrops",0.0049,3.06
"Pseudojuloides","Pseudojuloides kaleidos",0.0049,3.06
"Pseudojuloides","Pseudojuloides mesostigma",0.01,3.06
"Pseudojuloides","Pseudojuloides pyrius",0.01,3.06
"Pseudojuloides","Pseudojuloides severnsi",0.01,3.06
"Pseudojuloides","Pseudojuloides xanthomos",0.0049,3.06
"Pseudolabrus","Pseudolabrus biserialis",0.01995,2.99
"Pseudolabrus","Pseudolabrus eoethinus",0.00977,3.05
"Pseudolabrus","Pseudolabrus fuentesi",0.00977,3.05
"Pseudolabrus","Pseudolabrus gayi",0.01,3.04
"Pseudolabrus","Pseudolabrus guentheri",0.01995,2.99
"Pseudolabrus","Pseudolabrus japonicus",0.01995,2.99
"Pseudolabrus","Pseudolabrus luculentus",0.01995,2.99
"Pseudolabrus","Pseudolabrus rubicundus",0.00977,3.05
"Pseudolabrus","Pseudolabrus semifasciatus",0.01995,2.99
"Pseudolabrus","Pseudolabrus sieboldi",0.00977,3.05
"Pseudolabrus","Pseudolabrus torotai",0.01995,2.99
"Pseudomonacanthus","Pseudomonacanthus elongatus",0.02188,2.91
"Pseudomonacanthus","Pseudomonacanthus macrurus",0.02188,2.91
"Pseudomonacanthus","Pseudomonacanthus peroni",0.02188,2.91
"Pseudophycis","Pseudophycis bachus",0.00589,3.12
"Pseudophycis","Pseudophycis barbata",0.00363,3.13
"Pseudupeneus","Pseudupeneus grandisquamis",0.005781,3.324076
"Pteragogus","Pteragogus aurigarius",0.0166,2.95
"Pteragogus","Pteragogus clarkae",0.01995,3
"Pteragogus","Pteragogus cryptus",0.0166,2.95
"Pteragogus","Pteragogus enneacanthus",0.0166,2.95
"Pteragogus","Pteragogus flagellifer",0.0166,2.95
"Pteragogus","Pteragogus guttatus",0.0166,2.95
"Pteragogus","Pteragogus pelycus",0.0166,2.95
"Pteragogus","Pteragogus taeniops",0.0166,2.95
"Pteragogus","Pteragogus trispilus",0.01995,3
"Pteragogus","Pteragogus variablis",0.01995,3
"Pterapogon","Pterapogon kauderni",0.18,2.151
"Ptereleotris","Ptereleotris evides",0.00389,3.12
"Ptereleotris","Ptereleotris hanae",0.00389,3.12
"Ptereleotris","Ptereleotris heteroptera",0.00389,3.12
"Ptereleotris","Ptereleotris microlepis",0.00389,3.12
"Ptereleotris","Ptereleotris monoptera",0.00389,3.12
"Ptereleotris","Ptereleotris zebra",0.00389,3.12
"Pterocaesio","Pterocaesio capricornis",0.01072,3.12
"Pterocaesio","Pterocaesio chrysozona",0.0408,2.7
"Pterocaesio","Pterocaesio digramma",0.00499,3.31216
"Pterocaesio","Pterocaesio flavifasciata",0.01072,3.12
"Pterocaesio","Pterocaesio lativittata",0.01072,3.12
"Pterocaesio","Pterocaesio marri",0.01072,3.12
"Pterocaesio","Pterocaesio monikae",0.01072,3.12
"Pterocaesio","Pterocaesio pisang",0.00743,3.15
"Pterocaesio","Pterocaesio randalli",0.01072,3.12
"Pterocaesio","Pterocaesio tessellata",0.0112,3.297
"Pterocaesio","Pterocaesio tile",0.013,3.268
"Pterocaesio","Pterocaesio trilineata",0.008263,3.145008
"Pterois","Pterois antennata",0.01148,3.09
"Pterois","Pterois lunulata",0.01148,3.09
"Pterois","Pterois miles",0.01148,3.09
"Pterois","Pterois radiata",0.01148,3.09
"Pterois","Pterois sphex",0.01148,3.09
"Pterois","Pterois volitans",0.0104,3.3
"Pygoplites","Pygoplites diacanthus",0.0302,2.89
"Rabaulichthys","Rabaulichthys altipinnis",0.00389,3.12
"Rabaulichthys","Rabaulichthys squirei",0.00389,3.12
"Rabaulichthys","Rabaulichthys stigmaticus",0.00389,3.12
"Rachycentron","Rachycentron canadum",0.002631,3.258296
"Rainfordia","Rainfordia opercularis",0.00389,3.12
"Rastrelliger","Rastrelliger brachysoma",0.01096,3.05
"Rastrelliger","Rastrelliger kanagurta",0.005561,3.224105
"Remora","Remora remora",0.00049,3.1
"Rhabdamia","Rhabdamia gracilis",0.0103,3.09
"Rhabdosargus","Rhabdosargus sarba",0.020087,2.941481
"Rhincodon","Rhincodon typus",0.00425,3
"Rhinecanthus","Rhinecanthus aculeatus",0.0522,2.641
"Rhinecanthus","Rhinecanthus assasi",0.0522,2.641
"Rhinecanthus","Rhinecanthus cinereus",0.0257,2.94
"Rhinecanthus","Rhinecanthus lunula",0.0522,2.641
"Rhinecanthus","Rhinecanthus rectangulus",0.0522,2.641
"Rhinecanthus","Rhinecanthus verrucosus",0.0522,2.641
"Rhinomuraena","Rhinomuraena quaesita",0.00112,3.07
"Rhinoptera","Rhinoptera steindachneri",0.01096,2.99
"Rhizoprionodon","Rhizoprionodon acutus",0.0045,3.03
"Rhizoprionodon","Rhizoprionodon oligolinx",0.0033,3.09
"Rhizoprionodon","Rhizoprionodon taylori",0.00468,3.1
"Roa","Roa australis",0.02188,3.02
"Roa","Roa excelsa",0.02188,3.02
"Roa","Roa jayakari",0.02188,3.02
"Roa","Roa modesta",0.02291,3.01
"Rudarius","Rudarius ercodes",0.02922,2.873
"Rudarius","Rudarius excelsus",0.02188,2.91
"Rudarius","Rudarius minutus",0.02188,2.91
"Rypticus","Rypticus bicolor",0.01738,3.01
"Rypticus","Rypticus courtenayi",0.01738,3.01
"Rypticus","Rypticus nigripinnis",0.011,3.043
"Sacura","Sacura parva",0.01,3.04
"Salarias","Salarias fasciatus",0.0115,2.97968
"Salarias","Salarias segmentatus",0.0115,2.97968
"Sarda","Sarda orientalis",0.00977,3.04
"Sardinella","Sardinella fijiense",0.011133,2.975959
"Sardinops","Sardinops sagax",0.003955,3.148063
"Sargocentron","Sargocentron caudimaculatum",0.0391,2.941
"Sargocentron","Sargocentron cornutum",0.0166,2.97
"Sargocentron","Sargocentron diadema",0.0117,3.138
"Sargocentron","Sargocentron dorsomaculatum",0.0166,2.97
"Sargocentron","Sargocentron ensifer",0.0166,2.97
"Sargocentron","Sargocentron hormion",0.0166,2.97
"Sargocentron","Sargocentron inaequalis",0.0166,2.97
"Sargocentron","Sargocentron iota",0.0166,2.97
"Sargocentron","Sargocentron ittodai",0.0166,2.97
"Sargocentron","Sargocentron lepros",0.0166,2.97
"Sargocentron","Sargocentron macrosquamis",0.0166,2.97
"Sargocentron","Sargocentron megalops",0.0166,2.97
"Sargocentron","Sargocentron melanospilos",0.0166,2.97
"Sargocentron","Sargocentron microstoma",0.0166,2.97
"Sargocentron","Sargocentron praslin",0.0166,2.97
"Sargocentron","Sargocentron punctatissimum",0.013057,3.072034
"Sargocentron","Sargocentron rubrum",0.029676,2.908461
"Sargocentron","Sargocentron seychellense",0.0166,2.97
"Sargocentron","Sargocentron shimizui",0.0166,2.97
"Sargocentron","Sargocentron spiniferum",0.016547,3.050844
"Sargocentron","Sargocentron spinosissimum",0.0166,2.97
"Sargocentron","Sargocentron suborbitale",0.0166,2.97
"Sargocentron","Sargocentron tiere",0.0415,2.8
"Sargocentron","Sargocentron tiereoides",0.0166,2.97
"Sargocentron","Sargocentron violaceum",0.0166,2.97
"Sargocentron","Sargocentron wilhelmi",0.0166,2.97
"Sargocentron","Sargocentron xantherythrum",0.0166,2.97
"Saurida","Saurida gracilis",0.0047,3.216
"Saurida","Saurida nebulosa",0.010168,3.186682
"Saurida","Saurida undosquamis",0.004806,3.120825
"Scaevius","Scaevius milii",0.01514,2.97
"Scarus","Scarus altipinnis",0.0206,3
"Scarus","Scarus arabicus",0.01445,3.04
"Scarus","Scarus caudofasciatus",0.01445,3.04
"Scarus","Scarus chameleon",0.01445,3.04
"Scarus","Scarus collana",0.01445,3.04
"Scarus","Scarus compressus",0.01445,3.04
"Scarus","Scarus dimidiatus",0.0278,3.049
"Scarus","Scarus dubius",0.01445,3.04
"Scarus","Scarus falcipinnis",0.01445,3.04
"Scarus","Scarus ferrugineus",0.01445,3.04
"Scarus","Scarus festivus",0.0104,3.24
"Scarus","Scarus flavipectoralis",0.01995,3.01
"Scarus","Scarus forsteni",0.0142,3.13
"Scarus","Scarus frenatus",0.01889,3.06
"Scarus","Scarus fuscocaudalis",0.00794,3.11
"Scarus","Scarus fuscopurpureus",0.01445,3.04
"Scarus","Scarus ghobban",0.015696,3.016738
"Scarus","Scarus globiceps",0.0162,3.09
"Scarus","Scarus gracilis",0.01,3.04
"Scarus","Scarus hypselopterus",0.00794,3.11
"Scarus","Scarus koputea",0.01445,3.04
"Scarus","Scarus longipinnis",0.01445,3.04
"Scarus","Scarus maculipinna",0.00794,3.11
"Scarus","Scarus niger",0.024136,3.147753
"Scarus","Scarus obishime",0.00794,3.11
"Scarus","Scarus oviceps",0.0144,3.14
"Scarus","Scarus ovifrons",0.01445,3.04
"Scarus","Scarus perrico",0.00794,3.11
"Scarus","Scarus persicus",0.01445,3.04
"Scarus","Scarus prasiognathos",0.00794,3.11
"Scarus","Scarus psittacus",0.022858,2.96259
"Scarus","Scarus quoyi",0.0565,2.818
"Scarus","Scarus rivulatus",0.0184,3.058
"Scarus","Scarus rubroviolaceus",0.0114,3.18
"Scarus","Scarus russelii",0.01445,3.04
"Scarus","Scarus scaber",0.0278,2.857
"Scarus","Scarus schlegeli",0.020801,3.00244
"Scarus","Scarus spinus",0.00794,3.11
"Scarus","Scarus taeniopterus",0.1444,2.385
"Scarus","Scarus tricolor",0.0229,3.106
"Scarus","Scarus viridifucatus",0.01445,3.04
"Scarus","Scarus xanthopleura",0.01445,3.04
"Scarus","Scarus zufar",0.01445,3.04
"Scatophagus","Scatophagus argus",0.05147,2.845268
"Schuettea","Schuettea scalaripinnis",0.02512,2.97
"Schuettea","Schuettea woodwardi",0.02512,2.97
"Scobinichthys","Scobinichthys granulatus",0.02188,2.91
"Scolopsis","Scolopsis affinis",0.0182,2.98
"Scolopsis","Scolopsis aurata",0.0182,2.98
"Scolopsis","Scolopsis bilineata",0.014234,3.161414
"Scolopsis","Scolopsis bimaculata",0.0182,2.98
"Scolopsis","Scolopsis ciliata",0.0641,2.48
"Scolopsis","Scolopsis frenata",0.0182,2.98
"Scolopsis","Scolopsis ghanam",0.0182,2.98
"Scolopsis","Scolopsis lineata",0.0394,2.907
"Scolopsis","Scolopsis margaritifera",0.0333,2.966
"Scolopsis","Scolopsis monogramma",0.025,3.104
"Scolopsis","Scolopsis taeniata",0.0182,2.98
"Scolopsis","Scolopsis taenioptera",0.022533,2.954965
"Scolopsis","Scolopsis temporalis",0.0263,2.846
"Scolopsis","Scolopsis trilineata",0.0182,2.98
"Scolopsis","Scolopsis vosmeri",0.0182,2.98
"Scolopsis","Scolopsis xenochroa",0.0182,2.98
"Scomber","Scomber japonicus",0.00505,3.258138
"Scomberoides","Scomberoides commersonnianus",0.010089,2.967091
"Scomberoides","Scomberoides lysan",0.022946,2.792038
"Scomberoides","Scomberoides tala",0.00912,2.89
"Scomberoides","Scomberoides tol",0.010682,2.829328
"Scomberomorus","Scomberomorus commerson",0.007283,2.994036
"Scomberomorus","Scomberomorus sierra",0.005,2.983
"Scorpaena","Scorpaena cardinalis",0.01778,3.04
"Scorpaena","Scorpaena guttata",0.033,2.996
"Scorpaena","Scorpaena histrio",0.01778,3.04
"Scorpaena","Scorpaena mystes",0.01778,3.04
"Scorpaena","Scorpaena papillosa",0.00913,3.137
"Scorpaenodes","Scorpaenodes guamensis",0.026409,2.883167
"Scorpaenodes","Scorpaenodes parvipinnis",0.02542,2.99886
"Scorpaenodes","Scorpaenodes scaber",0.0245,2.96021
"Scorpaenopsis","Scorpaenopsis barbata",0.0123,3.02
"Scorpaenopsis","Scorpaenopsis cacopsis",0.0123,3.02
"Scorpaenopsis","Scorpaenopsis cirrosa",0.0123,3.02
"Scorpaenopsis","Scorpaenopsis diabolus",0.0123,3.02
"Scorpaenopsis","Scorpaenopsis macrochir",0.0123,3.02
"Scorpaenopsis","Scorpaenopsis oxycephala",0.0123,3.02
"Scorpaenopsis","Scorpaenopsis venosa",0.0123,3.02
"Scorpis","Scorpis aequipinnis",0.01479,3
"Scorpis","Scorpis georgiana",0.01479,3
"Scorpis","Scorpis lineolata",0.00763,3.136
"Scuticaria","Scuticaria okinawae",0.00102,3.06
"Sebastapistes","Sebastapistes coniorta",0.0123,3.02
"Sebastapistes","Sebastapistes cyanostigma",0.0123,3.02
"Sebastapistes","Sebastapistes tinkhami",0.0123,3.02
"Secutor","Secutor ruconius",0.023,2.833
"Selar","Selar boops",0.0135,3.234
"Selar","Selar crumenophthalmus",0.005496,3.259806
"Selaroides","Selaroides leptolepis",0.013839,2.993543
"Selene","Selene brevoortii",0.031363,2.670206
"Semicossyphus","Semicossyphus darwini",0.0134,2.971
"Semicossyphus","Semicossyphus pulcher",0.0134,2.971
"Semicossyphus","Semicossyphus reticulatus",0.0134,2.971
"Seriola","Seriola dumerili",0.019782,2.885519
"Seriola","Seriola hippos",0.0137,3
"Seriola","Seriola lalandi",0.0182,2.93
"Seriola","Seriola rivoliana",0.00704,3.101803
"Seriolina","Seriolina nigrofasciata",0.0182,2.93
"Serranocirrhitus","Serranocirrhitus latus",0.01096,3.05
"Serranus","Serranus psittacinus",0.01096,3.05
"Serranus","Serranus socorroensis",0.01096,3.05
"Serranus","Serranus tico",0.01096,3.05
"Siganus","Siganus argenteus",0.008344,3.12321
"Siganus","Siganus canaliculatus",0.0232,2.8
"Siganus","Siganus corallinus",0.00234,3.82079
"Siganus","Siganus doliatus",0.010734,3.26183
"Siganus","Siganus fuscescens",0.0162,3.01
"Siganus","Siganus guttatus",0.054842,2.662305
"Siganus","Siganus insomnis",0.01585,3.07
"Siganus","Siganus javus",0.01585,3.07
"Siganus","Siganus labyrinthodes",0.01585,3.07
"Siganus","Siganus lineatus",0.021039,2.972625
"Siganus","Siganus luridus",0.019456,2.93863
"Siganus","Siganus magnificus",0.01585,3.07
"Siganus","Siganus niger",0.01585,3.07
"Siganus","Siganus puelloides",0.01585,3.07
"Siganus","Siganus puellus",0.01761,3.02839
"Siganus","Siganus punctatissimus",0.01585,3.07
"Siganus","Siganus punctatus",0.019708,3.075761
"Siganus","Siganus randalli",0.0287,2.93
"Siganus","Siganus rivulatus",0.012851,3.024361
"Siganus","Siganus spinus",0.028188,2.881716
"Siganus","Siganus stellatus",0.0441,2.597
"Siganus","Siganus sutor",0.0328,2.716
"Siganus","Siganus trispilos",0.01585,3.07
"Siganus","Siganus unimaculatus",0.01585,3.07
"Siganus","Siganus uspi",0.01585,3.07
"Siganus","Siganus vermiculatus",0.01585,3.07
"Siganus","Siganus virgatus",0.0204,3.236
"Siganus","Siganus vulpinus",0.01585,3.07
"Siganus","Siganus woodlandi",0.01585,3.07
"Sillago","Sillago ciliata",0.003262,3.34807
"Sillago","Sillago sihama",0.006234,3.061051
"Siphamia","Siphamia cephalotes",0.01549,3.07
"Siphamia","Siphamia majimai",0.01549,3.07
"Siphamia","Siphamia tubifer",0.01549,3.07
"Siphonognathus","Siphonognathus beddomei",0.00389,3.12
"Siphonognathus","Siphonognathus caninis",0.00389,3.12
"Sphaeramia","Sphaeramia nematoptera",0.01549,3.07
"Sphaeramia","Sphaeramia orbicularis",0.0676,2.809
"Sphoeroides","Sphoeroides angusticeps",0.02754,2.88
"Sphoeroides","Sphoeroides annulatus",0.075734,2.833549
"Sphoeroides","Sphoeroides lobatus",0.057037,2.618274
"Sphyraena","Sphyraena acutipinnis",0.00708,2.93
"Sphyraena","Sphyraena barracuda",0.020464,2.890473
"Sphyraena","Sphyraena ensis",0.005205,2.957926
"Sphyraena","Sphyraena flavicauda",0.009522,2.916761
"Sphyraena","Sphyraena forsteri",0.00675,3.002845
"Sphyraena","Sphyraena helleri",0.00708,2.93
"Sphyraena","Sphyraena idiastes",0.00708,2.93
"Sphyraena","Sphyraena jello",0.007369,3.03174
"Sphyraena","Sphyraena lucasana",0.00708,2.93
"Sphyraena","Sphyraena novaehollandiae",0.022765,2.497195
"Sphyraena","Sphyraena obtusata",0.006759,2.976036
"Sphyraena","Sphyraena pinguis",0.00851,2.94
"Sphyraena","Sphyraena putnamae",0.005951,2.916817
"Sphyraena","Sphyraena qenie",0.00708,2.93
"Sphyraena","Sphyraena waitii",0.009655,2.831745
"Sphyrna","Sphyrna lewini",0.003605,3.132793
"Sphyrna","Sphyrna mokarran",0.00191,3.16
