speccode,species,a,b,lmax_old,family,lmax
2394,Mormyrops anguilloides,0.017857143,2.725057143,63.3,Mormyridae,150
3334,Mycteroperca xenarcha,0.01838,3,127,Serranidae,150
248,Salvelinus namaycush,0.010062,3.1105,NA,Salmonidae,150
4884,Rita rita,0.01405,3.059,NA,Bagridae,150
2539,Mustelus canis,0.002845,3.053,111,Triakidae,150
1276,Anguilla mossambica,0.00071,3.2998,100,Anguillidae,150
1429,Lutjanus dentatus,0.02,2.89,126,Lutjanidae,150
2692,Stenodus leucichthys,0.00655,3.18565,129,Salmonidae,150
9023,Strongylura senegalensis,2.00E-04,3.47,88.2,Belonidae,150
7616,Dipturus oxyrinchus,0.00059,3.4695,62.2,Rajidae,150
7675,Conger wilsoni,0.00187,3,66.5,Congridae,150
881,Carcharhinus porosus,0.00131,3.34,71,Carcharhinidae,150
5949,Triakis scyllium,0.00548,3,140,Triakidae,150
5531,Cymatoceps nasutus,0.02255,3.043,NA,Sparidae,150
798,Cephaloscyllium laticeps,0.00324,3.11,NA,Scyliorhinidae,150
23012,Enchelycore ramosa,0.00112,3.07,NA,Muraenidae,150
7880,Gymnomuraena zebra,0.00112,3.07,NA,Muraenidae,150
13782,Gymnothorax castaneus,0.00095,3.1,NA,Muraenidae,150
63346,Orectolobus hutchinsi,0.00389,3.12,NA,Orectolobidae,149
8540,Aphanopus intermedius,0.0155,2.4885,NA,Trichiuridae,148
5016,Rhinobatos rhinobatos,0.001225,3.184925,147,Rhinobatidae,147
60529,Anotopterus nikparini,0.00111,3,107,Anotopteridae,146
7,Coryphaena equiselis,0.01975,2.7035,145.7,Coryphaenidae,146
275,Hypophthalmichthys nobilis,0.02307,2.99065,89.5,Cyprinidae,146
17270,Argyrosomus inodorus,0.00863,3.04,NA,Sciaenidae,145
148,Thunnus tonggol,0.0298175,2.8315,136,Scombridae,145
1212,Mycteroperca microlepis,0.01815,2.9895,97,Serranidae,145
3678,Sphyraena argentea,0.0049,3,83,Sphyraenidae,145
1214,Mycteroperca rubra,0.0148,2.98075,144,Serranidae,144
2590,Acipenser brevirostrum,0.00821,3,85,Acipenseridae,143
12224,Sternopygus macrurus,0.00609,2.629666667,81,Sternopygidae,141
12586,Urogymnus granulatus,0.00776,3.02,NA,Dasyatidae,141
142,Thunnus alalunga,0.035125455,2.801309091,122,Scombridae,140
5938,Mustelus asterias,0.00234,3.133042857,124,Triakidae,140
6654,Conger cinereus,8.00E-04,3.12681,110,Congridae,140
2938,Ptychocheilus grandis,0.0065,3,69.9,Cyprinidae,140
1828,Merluccius capensis,0.006523333,3.073666667,NA,Merlucciidae,140
65869,Squalus suckleyi,0.00396,3.004,NA,Squalidae,140
30,Merluccius merluccius,0.014786471,3.115568627,113.5,Merlucciidae,140
496,Hyperoglyphe antarctica,0.01231,3.107,NA,Centrolophidae,140
47756,Zungaro zungaro,0.021595,2.97,137,Pimelodidae,140
23284,Conger japonicus,0.0362,3,130,Congridae,140
5509,Acroteriobatus annulatus,0.00704,2.92,NA,Rhinobatidae,140
4961,Epinephelus goreensis,0.0164,3.02,95,Serranidae,140
4550,Pseudotolithus typus,0.05024,2.7015,67.5,Sciaenidae,140
238,Salmo trutta,0.011992615,3.023075231,130,Salmonidae,140
9224,Epinephelus costae,0.03617,2.905333333,72,Serranidae,140
12980,Ophisurus macrorhynchos,0.00017,3,207,Ophichthidae,140
345,Centropomus undecimalis,0.010001429,2.945714286,102,Centropomidae,140
972,Ablennes hians,0.00055,3.226,NA,Belonidae,140
6395,Gymnothorax pictus,0.00178,3,62,Muraenidae,140
66939,Carcharhinus cerdale,0.00468,3.1,NA,Carcharhinidae,140
1401,Lutjanus agennes,0.026933333,2.767333333,50,Lutjanidae,139
636,Heptranchias perlo,0.0021,3.08,105.3,Hexanchidae,137
7336,Epinephelus chabaudi,0.0247,3,116,Serranidae,137
6958,Histiobranchus bathybius,0.00048,3.3941,135,Synaphobranchidae,137
258,Esox lucius,0.005815125,3.0873525,110,Esocidae,137
721,Pristiophorus cirratus,0.04168,2.319,NA,Pristiophoridae,137
2579,Gymnura micrura,0.003666667,3.206666667,65.2,Gymnuridae,137
7350,Epinephelus latifasciatus,0.015125,3.012,97.8,Serranidae,137
7335,Epinephelus bruneus,0.0157,3,128,Serranidae,136
737,Squatina tergocellata,0.00398,3.16,135,Squatinidae,135
6421,Phractocephalus hemioliopterus,0.01565,3.02,134.89999,Pimelodidae,135
2564,Bathyraja parmifera,0.003766,3.248,120,Arhynchobatidae,135
869,Carcharhinus fitzroyensis,0.00142,3.292,135,Carcharhinidae,135
13570,Tylosurus fodiator,0.00261,3,134,Belonidae,134
313,Urophycis tenuis,0.00416,3.1595,NA,Phycidae,133
8682,Hydrocynus goliath,0.0205,3,129,Alestidae,133
2598,Lepisosteus platyrhincus,0.00263,3.1565,134,Lepisosteidae,132
290,Ictalurus punctatus,0.005630625,3.327,86.4,Ictaluridae,132
7548,Gymnothorax vicinus,0.002066667,3.050933333,132,Muraenidae,132
12000,Pangasius larnaudii,0.00338,3.279,75,Pangasiidae,130
1343,Pollachius virens,0.008513333,3.039394444,116.5,Gadidae,130
14024,Cynoscion albus,0.024,2.824,NA,Sciaenidae,130
364,Pomatomus saltatrix,0.019973571,2.920092857,75.5,Pomatomidae,130
48236,Coregonus maraena,0.0073,3.1187,47,Salmonidae,130
2660,Nemichthys scolopaceus,0.000905,3,11.2,Nemichthyidae,130
663,Centroscymnus crepidater,0.0024,3.25,NA,Somniosidae,130
344,Channa micropeltes,0.0219,3,70,Channidae,130
12589,Pateobatis jenkinsii,0.0789,2.77,NA,Dasyatidae,130
14154,Pangasianodon hypophthalmus,0.01895,2.875,91.5,Pangasiidae,130
7970,Torpedo sinuspersici,0.0189,3.037666667,56.1,Torpedinidae,130
26973,Hemibagrus wyckioides,0.01,3.101,95,Bagridae,130
297,Anguilla australis,0.001493846,3.128330769,NA,Anguillidae,130
8553,Benthodesmus simonyi,1.00E-05,3.674,123,Trichiuridae,130
420,Atractoscion aequidens,0.00842,3.01,NA,Sciaenidae,130
6430,Centropomus viridis,0.011755,2.965,130,Centropomidae,130
6426,Pagrus auratus,0.03679,2.869,71,Sparidae,130
16143,Phalacronotus apogon,0.01537,2.755,29.1,Siluridae,130
6406,Lates japonicus,0.01612,3,90,Latidae,130
8695,Pseudoplatystoma tigrinum,0.0128,3,109,Pimelodidae,130
6566,Silurus asotus,0.005942857,3.067857143,71,Siluridae,130
34,Pollachius pollachius,0.007724,3.0568,94,Gadidae,130
8594,Rhinomuraena quaesita,0.00112,3.07,NA,Muraenidae,130
5537,Bolbometopon muricatum,0.01413,3.04,NA,Scaridae,130
7882,Gymnothorax johnsoni,0.00095,3.1,NA,Muraenidae,130
3582,Cynoscion xanthulus,0.00434,3.204,NA,Sciaenidae,129
154,Lutjanus jocu,0.02537,3.00672,100,Lutjanidae,128
10202,Sphyraena viridensis,0.00391,3,128,Sphyraenidae,128
2691,Salvelinus malma,0.0052075,3.115,91,Salmonidae,127
6405,Sphyraena ensis,0.005183333,2.961666667,127,Sphyraenidae,127
6519,Bagrus docmak,0.01193125,2.95415,70.1,Bagridae,127
87,Etelis carbunculus,0.028366667,2.932333333,101,Lutjanidae,127
8733,Trygonorrhina fasciata,0.00654,2.98,108,Rhinobatidae,126
56078,Aspiorhynchus laticeps,0.012,2.94,126,Cyprinidae,126
22561,Bathyraja matsubarai,0.0052,3.071,104,Arhynchobatidae,126
4722,Callorhinchus milii,0.0091,3.02,NA,Callorhinchidae,125
4886,Plectropomus maculatus,0.011035,3.11,NA,Serranidae,125
17,Epinephelus morio,0.0314,2.90375,85,Serranidae,125
7372,Plectropomus laevis,0.010623333,3.149246667,107,Serranidae,125
362,Lopholatilus chamaeleonticeps,0.00489,3.26,NA,Malacanthidae,125
5933,Mustelus lenticulatus,0.0016675,3.2725,NA,Triakidae,125
7326,Atractosteus tropicus,0.00491,3,83.8,Lepisosteidae,125
4604,Acipenser ruthenus,3.00E-04,3.7377,87,Acipenseridae,125
6422,Rajella lintea,0.00487,3,123,Rajidae,125
119,Scomberomorus brasiliensis,0.012502,2.8973,90,Scombridae,125
9262,Hyporthodus haifensis,0.009,3.142,125,Serranidae,125
71,Caranx hippos,0.03675,2.831,99.5,Carangidae,124
2993,Ictiobus cyprinellus,0.015565,3.1485,78.7,Catostomidae,123
2994,Ictiobus niger,0.01699,3,114,Catostomidae,123
6428,Centropomus nigrescens,0.010685,3.01,123,Centropomidae,123
1208,Hyporthodus niveatus,0.033342,2.8938,121.6,Serranidae,122
2087,Malapterurus electricus,0.01726,2.9504,33.5,Malapteruridae,122
723,Pristiophorus nudipinnis,0.00313,2.8933,NA,Pristiophoridae,122
35,Anguilla anguilla,0.002283333,3.077896491,121.5,Anguillidae,122
5349,Epinephelus cyanopodus,0.012275,3.087365,76,Serranidae,122
2078,Chitala chitala,0.00833,3,91.4,Notopteridae,122
670,Deania calcea,0.0012,3.26,NA,Centrophoridae,122
167,Callorhinchus capensis,0.00797,3,87,Callorhinchidae,122
97,Euthynnus alletteratus,0.0249375,2.973625,101.3,Scombridae,122
1010,Trachinotus falcatus,0.030178,2.9336,46,Carangidae,122
239,Oncorhynchus mykiss,0.022284,2.9574,79.5,Salmonidae,122
18,Epinephelus striatus,0.010178,3.1581,82,Serranidae,122
6371,Hyporthodus quernus,0.01905,2.9985,110,Serranidae,122
2657,Ophichthus triserialis,0.011,2.417,72.2,Ophichthidae,122
1002,Pseudocaranx dentex,0.04715,2.866745,59,Carangidae,122
14956,Glaucosoma hebraicum,0.01479,2.98,NA,Glaucosomatidae,122
666,Centroscymnus owstonii,0.02366,3.145,109,Somniosidae,121
867,Carcharhinus dussumieri,0.00275,3.13275,121,Carcharhinidae,121
132,Scomberomorus plurilineatus,0.0126,2.941,NA,Scombridae,120
8687,Myliobatis australis,0.0441,3,98,Myliobatidae,120
2661,Notacanthus chemnitzii,0.00382,3.0572,85,Notacanthidae,120
14417,Latris lineata,0.0158,3.045,74,Latridae,120
49820,Platycephalus fuscus,0.00547,3,105,Platycephalidae,120
1950,Scomberoides commersonnianus,0.018735,2.899,100,Carangidae,120
14100,Pseudopercis numida,0.01781,2.996761429,103.5,Pinguipedidae,120
6415,Elops hawaiensis,0.00472,3,90,Elopidae,120
4460,Epinephelus fuscoguttatus,0.011464,3.049646,100,Serranidae,120
6086,Chitala blanci,0.00485,3,74,Notopteridae,120
4805,Clarias macrocephalus,0.0222,2.9325,41,Clariidae,120
1825,Macruronus novaezelandiae,0.007725,2.8335,107,Merlucciidae,120
4552,Raja brachyura,0.0024075,3.295,105.5,Rajidae,120
5510,Acroteriobatus leucospilus,0.0221,2.56,NA,Rhinobatidae,120
14112,Pangasius bocourti,0.0146,2.987,45,Pangasiidae,120
12125,Neolissochilus hexagonolepis,0.00998,3.04,21.8,Cyprinidae,120
8204,Mycteroperca olfax,0.003815,3.179,100,Serranidae,120
135,Scomberomorus semifasciatus,0.00933,3,95,Scombridae,120
4464,Gnathanodon speciosus,0.077017143,2.832851429,74.5,Carangidae,120
46498,Salmo marmoratus,0.013,3,120,Salmonidae,120
4472,Barbus barbus,0.009956667,3.052333333,63.6,Cyprinidae,120
6526,Arothron stellatus,0.0931,2.668195,75,Tetraodontidae,120
8688,Pinirampus pirinampu,0.005875,3.22215,92.2,Pimelodidae,120
1450,Cyprinus carpio,0.03945,2.873418526,87,Cyprinidae,120
4542,Polysteganus undulosus,0.166,2.47,NA,Sparidae,120
6465,Epinephelus coioides,0.014416667,3.080798333,111,Serranidae,120
1155,Scarus guacamaia,0.020966667,3.0043,85,Scaridae,120
5624,Coris aygula,0.01289,3.162856667,55,Labridae,120
532,Lophius americanus,0.031,2.917,NA,Lophiidae,120
5394,Gymnothorax meleagris,0.00209,3,33,Muraenidae,120
51,Brosme brosme,0.027318,2.92198,104,Lotidae,120
1926,Carangoides fulvoguttatus,0.0482375,2.7158,81,Carangidae,120
4783,Leuciscus aspius,0.01065,3.015,64,Cyprinidae,120
6476,Epinephelus undulosus,0.00882,2.764,61.4,Serranidae,120
13992,Genidens barbus,0.014771667,3.039166667,70,Ariidae,120
1153,Scarus coeruleus,0.0124,3.111,61,Scaridae,120
5383,Sparodon durbanensis,0.05065,2.8235,NA,Sparidae,120
14126,Pangasius conchophilus,0.00149,3.429,43,Pangasiidae,120
662,Centroscymnus coelolepis,0.009336667,3.213333333,109,Somniosidae,120
6411,Salvelinus leucomaenis,0.00962,3,56,Salmonidae,120
2530,Petromyzon marinus,0.00208,3,NA,Petromyzontidae,120
58410,Aspistor luniscutis,0.01514,2.895,47,Ariidae,120
1917,Caranx sexfasciatus,0.04947,2.9214,65.3,Carangidae,120
426,Epinephelus aeneus,0.010665714,3.105714286,99.5,Serranidae,120
512,Anoplopoma fimbria,0.013855,3.06095,92,Anoplopomatidae,120
7614,Leucoraja circularis,0.0039,3.08,82,Rajidae,120
4826,Plectropomus leopardus,0.011312857,3.139934286,91,Serranidae,120
1385,Etelis coruscans,0.034866667,2.832166667,96,Lutjanidae,120
13789,Muraena argus,0.00112,3.07,NA,Muraenidae,120
13790,Muraena clepsydra,0.00112,3.07,NA,Muraenidae,120
7430,Plectropomus pessuliferus,0.01148,3.05,NA,Serranidae,120
26633,Tylosurus choram,0.00132,3.1,NA,Belonidae,120
14414,Dactylophora nigricans,0.00389,3.12,NA,Cheilodactylidae,120
308,Gadus macrocephalus,0.073357,3.00016,106,Gadidae,119
2549,Pseudobatos productus,0.00423,2.96,130,Rhinobatidae,119
8215,Narcine entemedor,0.0121,2.98,119,Narcinidae,119
13144,Zearaja nasuta,0.03055,2.9195,NA,Rajidae,118
5512,Elops machnata,0.022818,2.766014,85,Elopidae,118
8686,Silurus biwaensis,0.0071,3,100,Siluridae,118
13234,Pseudobatos leucorhynchus,0.0017,3.16,118,Rhinobatidae,118
1906,Caranx melampygus,0.024523,2.949499,71,Carangidae,117
6419,Hydrolycus scomberoides,0.013355,3.142,46.7,Cynodontidae,117
178,Lutjanus sebae,0.014353333,3.044411111,77,Lutjanidae,116
1205,Hyporthodus flavolimbatus,0.05,2.8,NA,Serranidae,115
11002,Cynoscion stolzmanni,0.00618,3,115,Sciaenidae,115
1826,Merluccius paradoxus,0.0064,3.035,NA,Merlucciidae,115
22550,Beringraja pulchra,0.0022,3.362,23.6,Rajidae,115
4638,Esox reichertii,0.0253,2.7403,96,Esocidae,115
54021,Bathyraja maculata,0.00195,3.2715,134,Arhynchobatidae,115
1178,Cynoscion virescens,0.006133333,3.051333333,115,Sciaenidae,115
329,Macruronus magellanicus,0.00344,2.992,79,Merlucciidae,115
8275,Brotula clarkae,0.004,3.0955,100,Ophidiidae,115
25308,Silurus meridionalis,0.00787,2.97575,114.2,Siluridae,114
348,Epinephelus analogus,0.01983,3,104,Serranidae,114
432,Pseudotolithus senegalensis,0.00804,3,114,Sciaenidae,114
5897,Hemigaleus microstoma,0.00265,3.07,NA,Hemigaleidae,114
149,Pseudobatos planiceps,0.00182,3.18,113.5,Rhinobatidae,114
131,Scomberomorus niphonius,0.00509,3.1045,113.2,Scombridae,113
903,Rhizoprionodon porosus,0.023774,3.052,113,Carcharhinidae,113
5462,Bagrus bajad,0.014651429,2.9514,85,Bagridae,112
60030,Hydrolagus bemisi,0.00936,2.885,86.4,Chimaeridae,112
1381,Melanogrammus aeglefinus,0.00615375,3.135,72.5,Gadidae,112
84,Aprion virescens,0.017033333,2.998774444,88,Lutjanidae,112
299,Conger orbignianus,0.00022,3.41,120,Congridae,112
2992,Ictiobus bubalus,0.0356,2.882428571,76.2,Catostomidae,112
103,Grammatorcynus bicarinatus,0.00875,3,112,Scombridae,112
3812,Anarhichas orientalis,0.0011,2.9728,99,Anarhichadidae,112
974,Strongylura marina,0.0023,2.96825,110,Belonidae,111
53766,Potamotrygon leopoldi,0.0151,2.96,111,Potamotrygonidae,111
1963,Trachinotus blochii,0.22,2.412,80,Carangidae,110
332,Coryphaenoides rupestris,0.569,2.65025,28,Macrouridae,110
331,Macrourus berglax,0.01223,2.9385,NA,Macrouridae,110
1951,Scomberoides lysan,0.0249125,2.786005,55.5,Carangidae,110
7511,Anguilla obscura,0.00021,3.383,NA,Anguillidae,110
1340,Phycis blennoides,0.00421,3.250714286,65,Phycidae,110
107,Katsuwonus pelamis,0.0103752,3.26704,88,Scombridae,110
1169,Cynoscion acoupa,0.00921,3.055,116.9,Sciaenidae,110
1077,Lobotes surinamensis,0.04865,2.855,48,Lobotidae,110
876,Carcharhinus macloti,0.00525,3.054,82,Carcharhinidae,110
83,Aphareus rutilans,0.025476667,2.886666667,98,Lutjanidae,110
516,Reinhardtius hippoglossoides,0.0038025,3.314525,110,Pleuronectidae,110
4761,Lagocephalus sceleratus,0.019305,2.885098333,83,Tetraodontidae,110
2562,Leucoraja ocellata,0.00217,3.295,94,Rajidae,110
1204,Epinephelus drummondhayi,0.011,3.073,NA,Serranidae,110
4275,Aluterus scriptus,0.823,1.814,61.5,Monacanthidae,110
27786,Gymnothorax conspersus,0.00035,3.254,108,Muraenidae,110
905,Rhizoprionodon terraenovae,0.04091,2.5785,NA,Carcharhinidae,110
2467,Echeneis naucrates,0.042923333,2.920263333,88,Echeneidae,110
8490,Rexea solandri,0.002325,3.32,NA,Gempylidae,110
2542,Mustelus norrisi,0.00118,3.182,NA,Triakidae,110
700,Scymnodon ringens,0.0043,3.12,NA,Somniosidae,110
655,Centrophorus uyato,0.0036475,3.17275,99.5,Centrophoridae,110
14028,Cynoscion praedatorius,0.00838,3,88.9,Sciaenidae,110
2600,Amia calva,0.014525,2.996,74.9,Amiidae,109
64162,Hydrolagus homonycteris,0.00368,2.98,101.5,Chimaeridae,109
1733,Molva macrophthalma,9.00E-04,3.24,40.9,Lotidae,108
245,Oncorhynchus kisutch,0.0112,3,98,Salmonidae,108
2596,Scaphirhynchus platorynchus,0.00488,3,100,Acipenseridae,108
3954,Sebastes borealis,0.011506667,3.086666667,107,Sebastidae,108
263,Colossoma macropomum,0.0249,3.008,95,Serrasalmidae,108
144,Thunnus atlanticus,0.034916667,2.957233333,90,Scombridae,108
5921,Gollum attenuatus,0.00344,3.1365,109,Pseudotriakidae,107
656,Centroscyllium fabricii,9.00E-04,3.42,NA,Etmopteridae,107
15383,Lopholatilus villarii,0.006264615,3.199981538,106.4,Malacanthidae,107
1213,Mycteroperca phenax,0.01435,3,96,Serranidae,107
3516,Sander vitreus,0.0091925,3.083125,104,Percidae,107
247,Salvelinus alpinus,0.0095575,3.10175,36.9,Salmonidae,107
744,Heterodontus quoyi,0.00389,3.12,NA,Heterodontidae,107
4536,Dentex gibbosus,0.01567125,3.006,47.8,Sparidae,106
8289,Fistularia corneta,0.017,1.855,50.5,Fistulariidae,106
9394,Mycteroperca prionura,0.012,3,105,Serranidae,105
91,Allothunnus fallai,0.0152,3,92,Scombridae,105
2565,Amblyraja radiata,0.037333333,2.900366667,60.5,Rajidae,105
2059,Raja clavata,0.004010714,3.18995,101,Rajidae,105
6410,Pseudoplatystoma fasciatum,0.008556667,3.077666667,104.5,Pimelodidae,105
274,Hypophthalmichthys molitrix,0.01728,3.086090909,73.3,Cyprinidae,105
4479,Hydrocynus vittatus,0.00782,3.172483333,72,Alestidae,105
52889,Gymnothorax albimarginatus,0.00095,3.1,NA,Muraenidae,105
12412,Scombrops oculatus,0.01262,2.9525,104,Scombropidae,104
3996,Sebastes ruberrimus,0.01384,3,91,Sebastidae,104
129,Scomberomorus munroi,0.00847,3,103,Scombridae,104
8467,Coryphaenoides acrolepis,0.00059,3.45,100,Macrouridae,104
228,Albula vulpes,0.023881429,2.89,78,Albulidae,104
47,Belone belone,0.001436667,2.972386667,91.6,Belonidae,104
2690,Salvelinus confluentus,0.01367,3,102,Salmonidae,103
1351,Paralichthys olivaceus,0.009125,3.09925,52,Paralichthyidae,103
66315,Esox cisalpinus,0.009,2.929,103,Esocidae,103
27501,Gymnothorax porphyreus,0.00127,3.07,103.2,Muraenidae,103
63,Dicentrarchus labrax,0.011561818,3.025622727,88,Moronidae,103
113,Sarda chiliensis,0.01165,3.053333333,71,Scombridae,102
4796,Sarda lineolata,0.01193,3,102,Scombridae,102
54833,Leuciscus vorax,0.002625,3.3415,NA,Cyprinidae,102
4635,Chanodichthys erythropterus,0.007243636,3.054090909,81.6,Cyprinidae,102
114,Sarda orientalis,0.0217,2.87,NA,Scombridae,102
3539,Caulolatilus princeps,0.0239,3,62.2,Malacanthidae,102
5127,Coryphaenoides armatus,0.229,3.1955,16.1,Macrouridae,102
4589,Lateolabrax japonicus,0.028448,2.975,23,Lateolabracidae,102
22558,Bathyraja violacea,0.005945,2.987,102,Arhynchobatidae,102
2649,Myrichthys breviceps,0.002,3,NA,Ophichthidae,102
835,Poroderma africanum,0.00802,2.92,NA,Scyliorhinidae,101
1215,Mycteroperca tigris,0.01425,3.115,74,Serranidae,101
1901,Caranx caninus,0.022075,2.94675,91,Carangidae,101
1935,Caranx latus,0.032678333,2.88675,89,Carangidae,101
1930,Ulua mentalis,0.0631,2.72,28.7,Carangidae,100
845,Scyliorhinus canicula,0.0017195,3.189925,103,Scyliorhinidae,100
1239,Lagocephalus laevigatus,0.066471429,2.764285714,76.2,Tetraodontidae,100
2397,Mormyrus rume,0.021848571,2.74015,70,Mormyridae,100
4539,Dentex canariensis,0.01705,2.993333333,40.4,Sparidae,100
9219,Epinephelus cifuentesi,0.0196,3.025,105,Serranidae,100
7354,Epinephelus multinotatus,0.0167,2.964,NA,Serranidae,100
906,Scoliodon laticaudus,0.00766,2.821333333,52,Carcharhinidae,100
11900,Hoplias macrophthalmus,0.0139,3,101,Erythrinidae,100
1936,Caranx lugubris,0.025342857,2.926,78,Carangidae,100
1348,Scophthalmus maximus,0.017962609,3.092482609,80,Scophthalmidae,100
4494,Cirrhinus cirrhosus,0.008578182,3.046818182,100,Cyprinidae,100
12128,Niphon spinosus,0.0146,3,51.5,Serranidae,100
964,Aulostomus maculatus,0.00396,2.865,20.9,Aulostomidae,100
1864,Lethrinus olivaceus,0.024396667,2.900773333,72.5,Lethrinidae,100
5388,Echidna nebulosa,0.00116,3,28.2,Muraenidae,100
882,Carcharhinus sealei,0.00207,3.21,NA,Carcharhinidae,100
651,Centrophorus moluccensis,0.00983,3,62.5,Centrophoridae,100
1041,Gempylus serpens,0.00073,3,58,Gempylidae,100
230,Alepocephalus bairdii,0.00282,3.21,75,Alepocephalidae,100
10256,Lophius vomerinus,0.013,3.0115,90,Lophiidae,100
56329,Salminus brasiliensis,0.01062,3.14562,77.3,Bryconidae,100
5132,Torpedo marmorata,0.0373,2.8284125,47.3,Torpedinidae,100
518,Atheresthes evermanni,0.008624,3.15948,90,Pleuronectidae,100
1342,Pleuronectes platessa,0.009846154,3.061823077,70,Pleuronectidae,100
4959,Elops lacerta,0.00859,2.957,33.8,Elopidae,100
4817,Crenimugil buchanani,0.0166775,3.0081075,60,Mugilidae,100
4461,Epinephelus tauvina,0.02204,2.9814,96.5,Serranidae,100
1216,Mycteroperca venenosa,0.016104,3.0272,92,Serranidae,100
405,Cynoscion nebulosus,0.0131,3,82,Sciaenidae,100
501,Sebastes norvegicus,0.01333,3.09,50,Sebastidae,100
7617,Raja undulata,0.005513333,3.068,101,Rajidae,100
955,Sciades proops,0.00577,3.19,64.5,Ariidae,100
6368,Plectorhinchus obscurus,0.028715,2.868915,55.5,Haemulidae,100
201,Pristipomoides filamentosus,0.0307625,2.750125,77,Lutjanidae,100
171,Lutjanus purpureus,0.1317,2.886283333,49.8,Lutjanidae,100
46706,Chanodichthys mongolicus,0.012163333,2.986,52.6,Cyprinidae,100
27034,Chitala ornata,0.00726,3,88,Notopteridae,100
302,Conger myriaster,0.000673333,3.206666667,53.6,Congridae,100
5094,Lophius budegassa,0.020916471,2.959788235,81.5,Lophiidae,100
215,Symphorus nematophorus,0.021586667,2.956723333,92,Lutjanidae,100
